REGNNUMB,SUBJCODE,SUBJUNCD,SUBJNAME,DEGRCODE,DEGRNAME,DELIVERY_MODE,CURRSEMS,INTNMARK,EXT_MARK,TOTAL,GRADE,TYPE,RES_STAT,UNIVERSITY,RESULT_SYSTEM
20241020005,50024,DBA5204,Human Resource Management & Talent Acquisition,502,MBA - General Management (Online),ONLINE,2,20,66,86,A+,END-OL,PASS,AUCDE,CBCS
20241020005,50025,DBA5205,Business Research Methods & Predictive Analytics,502,MBA - General Management (Online),ONLINE,2,23,49,72,A,END-OL,PASS,AUCDE,CBCS
20241020006,50021,DBA5201,Operations Management & Supply Chain Strategy,502,MBA - General Management (Online),ONLINE,2,29,33,62,B+,END-OL,PASS,AUCDE,CBCS
20241020006,50022,DBA5202,Financial Management & Corporate Valuation,502,MBA - General Management (Online),ONLINE,2,27,66,93,O,END-OL,PASS,AUCDE,CBCS
20241020006,50023,DBA5203,Marketing Management & Digital Strategies,502,MBA - General Management (Online),ONLINE,2,,,,,END-OL,CANCELLED,AUCDE,CBCS
20241020006,50024,DBA5204,Human Resource Management & Talent Acquisition,502,MBA - General Management (Online),ONLINE,2,24,35,59,B,END-OL,PASS,AUCDE,CBCS
20241020006,50025,DBA5205,Business Research Methods & Predictive Analytics,502,MBA - General Management (Online),ONLINE,2,28,31,59,B,END-OL,PASS,AUCDE,CBCS
20241020007,50021,DBA5201,Operations Management & Supply Chain Strategy,502,MBA - General Management (Online),ONLINE,2,25,61,86,A+,END-OL,PASS,AUCDE,CBCS
20241020007,50022,DBA5202,Financial Management & Corporate Valuation,502,MBA - General Management (Online),ONLINE,2,24,36,60,B+,END-OL,PASS,AUCDE,CBCS
20241020007,50023,DBA5203,Marketing Management & Digital Strategies,502,MBA - General Management (Online),ONLINE,2,19,33,52,B,END-OL,PASS,AUCDE,CBCS
20241020007,50024,DBA5204,Human Resource Management & Talent Acquisition,502,MBA - General Management (Online),ONLINE,2,25,36,61,B+,END-OL,PASS,AUCDE,CBCS
20241020007,50025,DBA5205,Business Research Methods & Predictive Analytics,502,MBA - General Management (Online),ONLINE,2,22,58,80,A+,END-OL,PASS,AUCDE,CBCS
20241020008,50021,DBA5201,Operations Management & Supply Chain Strategy,502,MBA - General Management (Online),ONLINE,2,20,55,75,A,END-OL,PASS,AUCDE,CBCS
20241020008,50022,DBA5202,Financial Management & Corporate Valuation,502,MBA - General Management (Online),ONLINE,2,20,35,55,B,END-OL,PASS,AUCDE,CBCS
20241020008,50023,DBA5203,Marketing Management & Digital Strategies,502,MBA - General Management (Online),ONLINE,2,28,57,85,A+,END-OL,PASS,AUCDE,CBCS
20241020008,50024,DBA5204,Human Resource Management & Talent Acquisition,502,MBA - General Management (Online),ONLINE,2,28,47,75,A,END-OL,PASS,AUCDE,CBCS
20241020008,50025,DBA5205,Business Research Methods & Predictive Analytics,502,MBA - General Management (Online),ONLINE,2,29,65,94,O,END-OL,PASS,AUCDE,CBCS
20241020009,50021,DBA5201,Operations Management & Supply Chain Strategy,502,MBA - General Management (Online),ONLINE,2,29,31,60,B+,END-OL,PASS,AUCDE,CBCS
20241020009,50022,DBA5202,Financial Management & Corporate Valuation,502,MBA - General Management (Online),ONLINE,2,25,61,86,A+,END-OL,PASS,AUCDE,CBCS
20241020009,50023,DBA5203,Marketing Management & Digital Strategies,502,MBA - General Management (Online),ONLINE,2,28,57,85,A+,END-OL,PASS,AUCDE,CBCS
20241020009,50024,DBA5204,Human Resource Management & Talent Acquisition,502,MBA - General Management (Online),ONLINE,2,26,55,81,A+,END-OL,PASS,AUCDE,CBCS
20241020009,50025,DBA5205,Business Research Methods & Predictive Analytics,502,MBA - General Management (Online),ONLINE,2,27,62,89,A+,END-OL,PASS,AUCDE,CBCS
20241020010,50021,DBA5201,Operations Management & Supply Chain Strategy,502,MBA - General Management (Online),ONLINE,2,,,,,END-OL,CANCELLED,AUCDE,CBCS
20241020010,50022,DBA5202,Financial Management & Corporate Valuation,502,MBA - General Management (Online),ONLINE,2,19,62,81,A+,END-OL,PASS,AUCDE,CBCS
20241020010,50023,DBA5203,Marketing Management & Digital Strategies,502,MBA - General Management (Online),ONLINE,2,21,54,75,A,END-OL,PASS,AUCDE,CBCS
20241020010,50024,DBA5204,Human Resource Management & Talent Acquisition,502,MBA - General Management (Online),ONLINE,2,24,37,61,B+,END-OL,PASS,AUCDE,CBCS
20241020010,50025,DBA5205,Business Research Methods & Predictive Analytics,502,MBA - General Management (Online),ONLINE,2,25,67,92,O,END-OL,PASS,AUCDE,CBCS
20241020011,50021,DBA5201,Operations Management & Supply Chain Strategy,502,MBA - General Management (Online),ONLINE,2,21,44,65,B+,END-OL,PASS,AUCDE,CBCS
20241020011,50022,DBA5202,Financial Management & Corporate Valuation,502,MBA - General Management (Online),ONLINE,2,29,66,95,O,END-OL,PASS,AUCDE,CBCS
20241020011,50023,DBA5203,Marketing Management & Digital Strategies,502,MBA - General Management (Online),ONLINE,2,29,67,96,O,END-OL,PASS,AUCDE,CBCS
20241020011,50024,DBA5204,Human Resource Management & Talent Acquisition,502,MBA - General Management (Online),ONLINE,2,18,61,79,A,END-OL,PASS,AUCDE,CBCS
20241020011,50025,DBA5205,Business Research Methods & Predictive Analytics,502,MBA - General Management (Online),ONLINE,2,25,32,57,B,END-OL,PASS,AUCDE,CBCS
20241020012,50021,DBA5201,Operations Management & Supply Chain Strategy,502,MBA - General Management (Online),ONLINE,2,25,41,66,B+,END-OL,PASS,AUCDE,CBCS
20241020012,50022,DBA5202,Financial Management & Corporate Valuation,502,MBA - General Management (Online),ONLINE,2,22,53,75,A,END-OL,PASS,AUCDE,CBCS
20241020012,50023,DBA5203,Marketing Management & Digital Strategies,502,MBA - General Management (Online),ONLINE,2,22,48,70,A,END-OL,PASS,AUCDE,CBCS
20241020012,50024,DBA5204,Human Resource Management & Talent Acquisition,502,MBA - General Management (Online),ONLINE,2,19,33,52,B,END-OL,PASS,AUCDE,CBCS
20241020012,50025,DBA5205,Business Research Methods & Predictive Analytics,502,MBA - General Management (Online),ONLINE,2,25,61,86,A+,END-OL,PASS,AUCDE,CBCS
20241020013,50021,DBA5201,Operations Management & Supply Chain Strategy,502,MBA - General Management (Online),ONLINE,2,27,35,62,B+,END-OL,PASS,AUCDE,CBCS
20241020013,50022,DBA5202,Financial Management & Corporate Valuation,502,MBA - General Management (Online),ONLINE,2,,,,,END-OL,CANCELLED,AUCDE,CBCS
20241020013,50023,DBA5203,Marketing Management & Digital Strategies,502,MBA - General Management (Online),ONLINE,2,29,38,67,B+,END-OL,PASS,AUCDE,CBCS
20241020013,50024,DBA5204,Human Resource Management & Talent Acquisition,502,MBA - General Management (Online),ONLINE,2,29,39,68,B+,END-OL,PASS,AUCDE,CBCS
20241020013,50025,DBA5205,Business Research Methods & Predictive Analytics,502,MBA - General Management (Online),ONLINE,2,27,62,89,A+,END-OL,PASS,AUCDE,CBCS
20241020014,50021,DBA5201,Operations Management & Supply Chain Strategy,502,MBA - General Management (Online),ONLINE,2,25,67,92,O,END-OL,PASS,AUCDE,CBCS
20241020014,50022,DBA5202,Financial Management & Corporate Valuation,502,MBA - General Management (Online),ONLINE,2,24,56,80,A+,END-OL,PASS,AUCDE,CBCS
20241020014,50023,DBA5203,Marketing Management & Digital Strategies,502,MBA - General Management (Online),ONLINE,2,24,62,86,A+,END-OL,PASS,AUCDE,CBCS
20241020014,50024,DBA5204,Human Resource Management & Talent Acquisition,502,MBA - General Management (Online),ONLINE,2,28,37,65,B+,END-OL,PASS,AUCDE,CBCS
20241020014,50025,DBA5205,Business Research Methods & Predictive Analytics,502,MBA - General Management (Online),ONLINE,2,28,58,86,A+,END-OL,PASS,AUCDE,CBCS
20241020015,50021,DBA5201,Operations Management & Supply Chain Strategy,502,MBA - General Management (Online),ONLINE,2,21,61,82,A+,END-OL,PASS,AUCDE,CBCS
20241020015,50022,DBA5202,Financial Management & Corporate Valuation,502,MBA - General Management (Online),ONLINE,2,29,33,62,B+,END-OL,PASS,AUCDE,CBCS
20241020015,50023,DBA5203,Marketing Management & Digital Strategies,502,MBA - General Management (Online),ONLINE,2,23,38,61,B+,END-OL,PASS,AUCDE,CBCS
20241020015,50024,DBA5204,Human Resource Management & Talent Acquisition,502,MBA - General Management (Online),ONLINE,2,25,46,71,A,END-OL,PASS,AUCDE,CBCS
20241020015,50025,DBA5205,Business Research Methods & Predictive Analytics,502,MBA - General Management (Online),ONLINE,2,19,57,76,A,END-OL,PASS,AUCDE,CBCS
20241020016,50021,DBA5201,Operations Management & Supply Chain Strategy,502,MBA - General Management (Online),ONLINE,2,27,32,59,B,END-OL,PASS,AUCDE,CBCS
20241020016,50022,DBA5202,Financial Management & Corporate Valuation,502,MBA - General Management (Online),ONLINE,2,,,,,END-OL,CANCELLED,AUCDE,CBCS
20241020016,50023,DBA5203,Marketing Management & Digital Strategies,502,MBA - General Management (Online),ONLINE,2,20,30,50,B,END-OL,PASS,AUCDE,CBCS
20241020016,50024,DBA5204,Human Resource Management & Talent Acquisition,502,MBA - General Management (Online),ONLINE,2,22,55,77,A,END-OL,PASS,AUCDE,CBCS
20241020016,50025,DBA5205,Business Research Methods & Predictive Analytics,502,MBA - General Management (Online),ONLINE,2,26,45,71,A,END-OL,PASS,AUCDE,CBCS
20241020017,50021,DBA5201,Operations Management & Supply Chain Strategy,502,MBA - General Management (Online),ONLINE,2,27,38,65,B+,END-OL,PASS,AUCDE,CBCS
20241020017,50022,DBA5202,Financial Management & Corporate Valuation,502,MBA - General Management (Online),ONLINE,2,20,32,52,B,END-OL,PASS,AUCDE,CBCS
20241020017,50023,DBA5203,Marketing Management & Digital Strategies,502,MBA - General Management (Online),ONLINE,2,26,54,80,A+,END-OL,PASS,AUCDE,CBCS
20241020017,50024,DBA5204,Human Resource Management & Talent Acquisition,502,MBA - General Management (Online),ONLINE,2,23,43,66,B+,END-OL,PASS,AUCDE,CBCS
20241020017,50025,DBA5205,Business Research Methods & Predictive Analytics,502,MBA - General Management (Online),ONLINE,2,20,31,51,B,END-OL,PASS,AUCDE,CBCS
20241020018,50021,DBA5201,Operations Management & Supply Chain Strategy,502,MBA - General Management (Online),ONLINE,2,18,61,79,A,END-OL,PASS,AUCDE,CBCS
20241020018,50022,DBA5202,Financial Management & Corporate Valuation,502,MBA - General Management (Online),ONLINE,2,24,33,57,B,END-OL,PASS,AUCDE,CBCS
20241020018,50023,DBA5203,Marketing Management & Digital Strategies,502,MBA - General Management (Online),ONLINE,2,22,48,70,A,END-OL,PASS,AUCDE,CBCS
20241020018,50024,DBA5204,Human Resource Management & Talent Acquisition,502,MBA - General Management (Online),ONLINE,2,26,41,67,B+,END-OL,PASS,AUCDE,CBCS
20241020018,50025,DBA5205,Business Research Methods & Predictive Analytics,502,MBA - General Management (Online),ONLINE,2,24,48,72,A,END-OL,PASS,AUCDE,CBCS
20241020019,50021,DBA5201,Operations Management & Supply Chain Strategy,502,MBA - General Management (Online),ONLINE,2,21,65,86,A+,END-OL,PASS,AUCDE,CBCS
20241020019,50022,DBA5202,Financial Management & Corporate Valuation,502,MBA - General Management (Online),ONLINE,2,25,61,86,A+,END-OL,PASS,AUCDE,CBCS
20241020019,50023,DBA5203,Marketing Management & Digital Strategies,502,MBA - General Management (Online),ONLINE,2,20,64,84,A+,END-OL,PASS,AUCDE,CBCS
20241020019,50024,DBA5204,Human Resource Management & Talent Acquisition,502,MBA - General Management (Online),ONLINE,2,29,57,86,A+,END-OL,PASS,AUCDE,CBCS
20241020019,50025,DBA5205,Business Research Methods & Predictive Analytics,502,MBA - General Management (Online),ONLINE,2,29,44,73,A,END-OL,PASS,AUCDE,CBCS
20241020020,50021,DBA5201,Operations Management & Supply Chain Strategy,502,MBA - General Management (Online),ONLINE,2,28,60,88,A+,END-OL,PASS,AUCDE,CBCS
20241020020,50022,DBA5202,Financial Management & Corporate Valuation,502,MBA - General Management (Online),ONLINE,2,19,42,61,B+,END-OL,PASS,AUCDE,CBCS
20241020020,50023,DBA5203,Marketing Management & Digital Strategies,502,MBA - General Management (Online),ONLINE,2,28,43,71,A,END-OL,PASS,AUCDE,CBCS
20241020020,50024,DBA5204,Human Resource Management & Talent Acquisition,502,MBA - General Management (Online),ONLINE,2,18,53,71,A,END-OL,PASS,AUCDE,CBCS
20241020020,50025,DBA5205,Business Research Methods & Predictive Analytics,502,MBA - General Management (Online),ONLINE,2,20,32,52,B,END-OL,PASS,AUCDE,CBCS
20241020021,50021,DBA5201,Operations Management & Supply Chain Strategy,502,MBA - General Management (Online),ONLINE,2,26,50,76,A,END-OL,PASS,AUCDE,CBCS
20241020021,50022,DBA5202,Financial Management & Corporate Valuation,502,MBA - General Management (Online),ONLINE,2,25,63,88,A+,END-OL,PASS,AUCDE,CBCS
20241020021,50023,DBA5203,Marketing Management & Digital Strategies,502,MBA - General Management (Online),ONLINE,2,25,50,75,A,END-OL,PASS,AUCDE,CBCS
20241020021,50024,DBA5204,Human Resource Management & Talent Acquisition,502,MBA - General Management (Online),ONLINE,2,28,65,93,O,END-OL,PASS,AUCDE,CBCS
20241020021,50025,DBA5205,Business Research Methods & Predictive Analytics,502,MBA - General Management (Online),ONLINE,2,22,43,65,B+,END-OL,PASS,AUCDE,CBCS
20241020022,50021,DBA5201,Operations Management & Supply Chain Strategy,502,MBA - General Management (Online),ONLINE,2,29,63,92,O,END-OL,PASS,AUCDE,CBCS
20241020022,50022,DBA5202,Financial Management & Corporate Valuation,502,MBA - General Management (Online),ONLINE,2,,,,,END-OL,CANCELLED,AUCDE,CBCS
20241020022,50023,DBA5203,Marketing Management & Digital Strategies,502,MBA - General Management (Online),ONLINE,2,20,41,61,B+,END-OL,PASS,AUCDE,CBCS
20241020022,50024,DBA5204,Human Resource Management & Talent Acquisition,502,MBA - General Management (Online),ONLINE,2,29,48,77,A,END-OL,PASS,AUCDE,CBCS
20241020022,50025,DBA5205,Business Research Methods & Predictive Analytics,502,MBA - General Management (Online),ONLINE,2,28,42,70,A,END-OL,PASS,AUCDE,CBCS
20241020023,50021,DBA5201,Operations Management & Supply Chain Strategy,502,MBA - General Management (Online),ONLINE,2,29,53,82,A+,END-OL,PASS,AUCDE,CBCS
20241020023,50022,DBA5202,Financial Management & Corporate Valuation,502,MBA - General Management (Online),ONLINE,2,22,37,59,B,END-OL,PASS,AUCDE,CBCS
20241020023,50023,DBA5203,Marketing Management & Digital Strategies,502,MBA - General Management (Online),ONLINE,2,19,59,78,A,END-OL,PASS,AUCDE,CBCS
20241020023,50024,DBA5204,Human Resource Management & Talent Acquisition,502,MBA - General Management (Online),ONLINE,2,23,50,73,A,END-OL,PASS,AUCDE,CBCS
20241020023,50025,DBA5205,Business Research Methods & Predictive Analytics,502,MBA - General Management (Online),ONLINE,2,28,32,60,B+,END-OL,PASS,AUCDE,CBCS
20241020024,50021,DBA5201,Operations Management & Supply Chain Strategy,502,MBA - General Management (Online),ONLINE,2,27,54,81,A+,END-OL,PASS,AUCDE,CBCS
20241020024,50022,DBA5202,Financial Management & Corporate Valuation,502,MBA - General Management (Online),ONLINE,2,23,66,89,A+,END-OL,PASS,AUCDE,CBCS
20241020024,50023,DBA5203,Marketing Management & Digital Strategies,502,MBA - General Management (Online),ONLINE,2,21,32,53,B,END-OL,PASS,AUCDE,CBCS
20241020024,50024,DBA5204,Human Resource Management & Talent Acquisition,502,MBA - General Management (Online),ONLINE,2,19,37,56,B,END-OL,PASS,AUCDE,CBCS
20241020024,50025,DBA5205,Business Research Methods & Predictive Analytics,502,MBA - General Management (Online),ONLINE,2,28,50,78,A,END-OL,PASS,AUCDE,CBCS
20241020025,50021,DBA5201,Operations Management & Supply Chain Strategy,502,MBA - General Management (Online),ONLINE,2,24,41,65,B+,END-OL,PASS,AUCDE,CBCS
20241020025,50022,DBA5202,Financial Management & Corporate Valuation,502,MBA - General Management (Online),ONLINE,2,25,38,63,B+,END-OL,PASS,AUCDE,CBCS
20241020025,50023,DBA5203,Marketing Management & Digital Strategies,502,MBA - General Management (Online),ONLINE,2,21,40,61,B+,END-OL,PASS,AUCDE,CBCS
20241020025,50024,DBA5204,Human Resource Management & Talent Acquisition,502,MBA - General Management (Online),ONLINE,2,25,60,85,A+,END-OL,PASS,AUCDE,CBCS
20241020025,50025,DBA5205,Business Research Methods & Predictive Analytics,502,MBA - General Management (Online),ONLINE,2,20,58,78,A,END-OL,PASS,AUCDE,CBCS
20241030001,50011,DBA5101,Management Concepts & Organizational Behaviour,503,MBA - Financial Management (Online),ONLINE,1,26,48,74,A,CT-OL,PASS,AUCDE,CBCS
20241030001,50012,DBA5102,Managerial Economics & Decision Making,503,MBA - Financial Management (Online),ONLINE,1,21,47,68,B+,CT-OL,PASS,AUCDE,CBCS
20241030001,50013,DBA5103,Statistical Methods & Quantitative Techniques,503,MBA - Financial Management (Online),ONLINE,1,24,38,62,B+,CT-OL,PASS,AUCDE,CBCS
20241030001,50014,DBA5104,Financial & Management Accounting,503,MBA - Financial Management (Online),ONLINE,1,21,52,73,A,CT-OL,PASS,AUCDE,CBCS
20241030001,50015,DBA5105,Legal Aspects of Business & Corporate Ethics,503,MBA - Financial Management (Online),ONLINE,1,23,62,85,A+,CT-OL,PASS,AUCDE,CBCS
20241030001,50016,DBA5106,Information Management & ERP Systems,503,MBA - Financial Management (Online),ONLINE,1,,,,,CT-OL,CANCELLED,AUCDE,CBCS
20241030001,50017,DBA5107,Business Communication & Soft Skills Laboratory,503,MBA - Financial Management (Online),ONLINE,1,20,41,61,B+,CT-OL,PASS,AUCDE,CBCS
20241030002,50011,DBA5101,Management Concepts & Organizational Behaviour,503,MBA - Financial Management (Online),ONLINE,1,28,52,80,A+,CT-OL,PASS,AUCDE,CBCS
20241030002,50012,DBA5102,Managerial Economics & Decision Making,503,MBA - Financial Management (Online),ONLINE,1,27,39,66,B+,CT-OL,PASS,AUCDE,CBCS
20241030002,50013,DBA5103,Statistical Methods & Quantitative Techniques,503,MBA - Financial Management (Online),ONLINE,1,25,50,75,A,CT-OL,PASS,AUCDE,CBCS
20241030002,50014,DBA5104,Financial & Management Accounting,503,MBA - Financial Management (Online),ONLINE,1,21,37,58,B,CT-OL,PASS,AUCDE,CBCS
20241030002,50015,DBA5105,Legal Aspects of Business & Corporate Ethics,503,MBA - Financial Management (Online),ONLINE,1,27,49,76,A,CT-OL,PASS,AUCDE,CBCS
20241030002,50016,DBA5106,Information Management & ERP Systems,503,MBA - Financial Management (Online),ONLINE,1,19,58,77,A,CT-OL,PASS,AUCDE,CBCS
20241030002,50017,DBA5107,Business Communication & Soft Skills Laboratory,503,MBA - Financial Management (Online),ONLINE,1,26,45,71,A,CT-OL,PASS,AUCDE,CBCS
20241030003,50011,DBA5101,Management Concepts & Organizational Behaviour,503,MBA - Financial Management (Online),ONLINE,1,28,39,67,B+,CT-OL,PASS,AUCDE,CBCS
20241030003,50012,DBA5102,Managerial Economics & Decision Making,503,MBA - Financial Management (Online),ONLINE,1,26,60,86,A+,CT-OL,PASS,AUCDE,CBCS
20241030003,50013,DBA5103,Statistical Methods & Quantitative Techniques,503,MBA - Financial Management (Online),ONLINE,1,19,54,73,A,CT-OL,PASS,AUCDE,CBCS
20241030003,50014,DBA5104,Financial & Management Accounting,503,MBA - Financial Management (Online),ONLINE,1,24,55,79,A,CT-OL,PASS,AUCDE,CBCS
20241030003,50015,DBA5105,Legal Aspects of Business & Corporate Ethics,503,MBA - Financial Management (Online),ONLINE,1,29,36,65,B+,CT-OL,PASS,AUCDE,CBCS
20241030003,50016,DBA5106,Information Management & ERP Systems,503,MBA - Financial Management (Online),ONLINE,1,24,43,67,B+,CT-OL,PASS,AUCDE,CBCS
20241030003,50017,DBA5107,Business Communication & Soft Skills Laboratory,503,MBA - Financial Management (Online),ONLINE,1,24,40,64,B+,CT-OL,PASS,AUCDE,CBCS
20241030004,50011,DBA5101,Management Concepts & Organizational Behaviour,503,MBA - Financial Management (Online),ONLINE,1,28,44,72,A,CT-OL,PASS,AUCDE,CBCS
20241030004,50012,DBA5102,Managerial Economics & Decision Making,503,MBA - Financial Management (Online),ONLINE,1,27,46,73,A,CT-OL,PASS,AUCDE,CBCS
20241030004,50013,DBA5103,Statistical Methods & Quantitative Techniques,503,MBA - Financial Management (Online),ONLINE,1,21,60,81,A+,CT-OL,PASS,AUCDE,CBCS
20241030004,50014,DBA5104,Financial & Management Accounting,503,MBA - Financial Management (Online),ONLINE,1,26,58,84,A+,CT-OL,PASS,AUCDE,CBCS
20241030004,50015,DBA5105,Legal Aspects of Business & Corporate Ethics,503,MBA - Financial Management (Online),ONLINE,1,22,61,83,A+,CT-OL,PASS,AUCDE,CBCS
20241030004,50016,DBA5106,Information Management & ERP Systems,503,MBA - Financial Management (Online),ONLINE,1,18,59,77,A,CT-OL,PASS,AUCDE,CBCS
20241030004,50017,DBA5107,Business Communication & Soft Skills Laboratory,503,MBA - Financial Management (Online),ONLINE,1,24,50,74,A,CT-OL,PASS,AUCDE,CBCS
20241030005,50011,DBA5101,Management Concepts & Organizational Behaviour,503,MBA - Financial Management (Online),ONLINE,1,25,65,90,O,CT-OL,PASS,AUCDE,CBCS
20241030005,50012,DBA5102,Managerial Economics & Decision Making,503,MBA - Financial Management (Online),ONLINE,1,22,49,71,A,CT-OL,PASS,AUCDE,CBCS
20241030005,50013,DBA5103,Statistical Methods & Quantitative Techniques,503,MBA - Financial Management (Online),ONLINE,1,29,35,64,B+,CT-OL,PASS,AUCDE,CBCS
20241030005,50014,DBA5104,Financial & Management Accounting,503,MBA - Financial Management (Online),ONLINE,1,19,53,72,A,CT-OL,PASS,AUCDE,CBCS
20241030005,50015,DBA5105,Legal Aspects of Business & Corporate Ethics,503,MBA - Financial Management (Online),ONLINE,1,26,52,78,A,CT-OL,PASS,AUCDE,CBCS
20241030005,50016,DBA5106,Information Management & ERP Systems,503,MBA - Financial Management (Online),ONLINE,1,26,53,79,A,CT-OL,PASS,AUCDE,CBCS
20241030005,50017,DBA5107,Business Communication & Soft Skills Laboratory,503,MBA - Financial Management (Online),ONLINE,1,19,49,68,B+,CT-OL,PASS,AUCDE,CBCS
20241030006,50011,DBA5101,Management Concepts & Organizational Behaviour,503,MBA - Financial Management (Online),ONLINE,1,29,39,68,B+,CT-OL,PASS,AUCDE,CBCS
20241030006,50012,DBA5102,Managerial Economics & Decision Making,503,MBA - Financial Management (Online),ONLINE,1,23,54,77,A,CT-OL,PASS,AUCDE,CBCS
20241030006,50013,DBA5103,Statistical Methods & Quantitative Techniques,503,MBA - Financial Management (Online),ONLINE,1,25,34,59,B,CT-OL,PASS,AUCDE,CBCS
20241030006,50014,DBA5104,Financial & Management Accounting,503,MBA - Financial Management (Online),ONLINE,1,27,46,73,A,CT-OL,PASS,AUCDE,CBCS
20241030006,50015,DBA5105,Legal Aspects of Business & Corporate Ethics,503,MBA - Financial Management (Online),ONLINE,1,28,32,60,B+,CT-OL,PASS,AUCDE,CBCS
20241030006,50016,DBA5106,Information Management & ERP Systems,503,MBA - Financial Management (Online),ONLINE,1,23,32,55,B,CT-OL,PASS,AUCDE,CBCS
20241030006,50017,DBA5107,Business Communication & Soft Skills Laboratory,503,MBA - Financial Management (Online),ONLINE,1,,,,,CT-OL,CANCELLED,AUCDE,CBCS
20241030007,50011,DBA5101,Management Concepts & Organizational Behaviour,503,MBA - Financial Management (Online),ONLINE,1,26,33,59,B,CT-OL,PASS,AUCDE,CBCS
20241030007,50012,DBA5102,Managerial Economics & Decision Making,503,MBA - Financial Management (Online),ONLINE,1,19,60,79,A,CT-OL,PASS,AUCDE,CBCS
20241030007,50013,DBA5103,Statistical Methods & Quantitative Techniques,503,MBA - Financial Management (Online),ONLINE,1,20,34,54,B,CT-OL,PASS,AUCDE,CBCS
20241030007,50014,DBA5104,Financial & Management Accounting,503,MBA - Financial Management (Online),ONLINE,1,29,61,90,O,CT-OL,PASS,AUCDE,CBCS
20241030007,50015,DBA5105,Legal Aspects of Business & Corporate Ethics,503,MBA - Financial Management (Online),ONLINE,1,23,54,77,A,CT-OL,PASS,AUCDE,CBCS
20241030007,50016,DBA5106,Information Management & ERP Systems,503,MBA - Financial Management (Online),ONLINE,1,26,66,92,O,CT-OL,PASS,AUCDE,CBCS
20241030007,50017,DBA5107,Business Communication & Soft Skills Laboratory,503,MBA - Financial Management (Online),ONLINE,1,26,60,86,A+,CT-OL,PASS,AUCDE,CBCS
20241030008,50011,DBA5101,Management Concepts & Organizational Behaviour,503,MBA - Financial Management (Online),ONLINE,1,18,48,66,B+,CT-OL,PASS,AUCDE,CBCS
20241030008,50012,DBA5102,Managerial Economics & Decision Making,503,MBA - Financial Management (Online),ONLINE,1,24,64,88,A+,CT-OL,PASS,AUCDE,CBCS
20241030008,50013,DBA5103,Statistical Methods & Quantitative Techniques,503,MBA - Financial Management (Online),ONLINE,1,28,64,92,O,CT-OL,PASS,AUCDE,CBCS
20241030008,50014,DBA5104,Financial & Management Accounting,503,MBA - Financial Management (Online),ONLINE,1,27,60,87,A+,CT-OL,PASS,AUCDE,CBCS
20241030008,50015,DBA5105,Legal Aspects of Business & Corporate Ethics,503,MBA - Financial Management (Online),ONLINE,1,29,59,88,A+,CT-OL,PASS,AUCDE,CBCS
20241030008,50016,DBA5106,Information Management & ERP Systems,503,MBA - Financial Management (Online),ONLINE,1,29,49,78,A,CT-OL,PASS,AUCDE,CBCS
20241030008,50017,DBA5107,Business Communication & Soft Skills Laboratory,503,MBA - Financial Management (Online),ONLINE,1,25,62,87,A+,CT-OL,PASS,AUCDE,CBCS
20241030009,50011,DBA5101,Management Concepts & Organizational Behaviour,503,MBA - Financial Management (Online),ONLINE,1,19,51,70,A,CT-OL,PASS,AUCDE,CBCS
20241030009,50012,DBA5102,Managerial Economics & Decision Making,503,MBA - Financial Management (Online),ONLINE,1,27,55,82,A+,CT-OL,PASS,AUCDE,CBCS
20241030009,50013,DBA5103,Statistical Methods & Quantitative Techniques,503,MBA - Financial Management (Online),ONLINE,1,27,63,90,O,CT-OL,PASS,AUCDE,CBCS
20241030009,50014,DBA5104,Financial & Management Accounting,503,MBA - Financial Management (Online),ONLINE,1,21,50,71,A,CT-OL,PASS,AUCDE,CBCS
20241030009,50015,DBA5105,Legal Aspects of Business & Corporate Ethics,503,MBA - Financial Management (Online),ONLINE,1,20,47,67,B+,CT-OL,PASS,AUCDE,CBCS
20241030009,50016,DBA5106,Information Management & ERP Systems,503,MBA - Financial Management (Online),ONLINE,1,28,36,64,B+,CT-OL,PASS,AUCDE,CBCS
20241030009,50017,DBA5107,Business Communication & Soft Skills Laboratory,503,MBA - Financial Management (Online),ONLINE,1,20,52,72,A,CT-OL,PASS,AUCDE,CBCS
20241030010,50011,DBA5101,Management Concepts & Organizational Behaviour,503,MBA - Financial Management (Online),ONLINE,1,22,31,53,B,CT-OL,PASS,AUCDE,CBCS
20241030010,50012,DBA5102,Managerial Economics & Decision Making,503,MBA - Financial Management (Online),ONLINE,1,27,56,83,A+,CT-OL,PASS,AUCDE,CBCS
20241030010,50013,DBA5103,Statistical Methods & Quantitative Techniques,503,MBA - Financial Management (Online),ONLINE,1,18,52,70,A,CT-OL,PASS,AUCDE,CBCS
20241030010,50014,DBA5104,Financial & Management Accounting,503,MBA - Financial Management (Online),ONLINE,1,20,56,76,A,CT-OL,PASS,AUCDE,CBCS
20241030010,50015,DBA5105,Legal Aspects of Business & Corporate Ethics,503,MBA - Financial Management (Online),ONLINE,1,26,39,65,B+,CT-OL,PASS,AUCDE,CBCS
20241030010,50016,DBA5106,Information Management & ERP Systems,503,MBA - Financial Management (Online),ONLINE,1,20,51,71,A,CT-OL,PASS,AUCDE,CBCS
20241030010,50017,DBA5107,Business Communication & Soft Skills Laboratory,503,MBA - Financial Management (Online),ONLINE,1,27,40,67,B+,CT-OL,PASS,AUCDE,CBCS
